title,doi,openalex_id,year,confidence_tier,source_link,pdf_url,status,mention_count,matched_terms,match_strength,discovery_source,expectation,scan_method,error
New Insights into the Functions of Transcription Factors that Bind the RNA Polymerase Secondary Channel,10.3390/biom5031195,https://openalex.org/W1866186470,2015.0,medium,https://www.mdpi.com/2218-273X/5/3/1195/pdf?version=1435226979,https://www.mdpi.com/2218-273X/5/3/1195/full?version=1435226979,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
"ON DELAMINATION OF A STIPE ALONG THE BOUNDARY BETWEEN TWO ELASTIC LAYERS PART 1, PROBLEM FORMULATION, THE CASE OF NORMAL CRACK",10.15593/perm.mech/2015.4.13,https://openalex.org/W4229561016,2015.0,medium,https://doi.org/10.15593/perm.mech/2015.4.13,https://doi.org/10.15593/perm.mech/2015.4.13,error,0,,,channel_a:CLAMPS-1,,html_scrape,"Page.goto: Timeout 25000ms exceeded.
Call log:
  - navigating to ""https://doi.org/10.15593/perm.mech/2015.4.13"", waiting until ""domcontentloaded""
"
Observations of the spectral dependence of linear particle depolarization ratio of aerosols using NASA Langley airborne High Spectral Resolution Lidar,10.5194/acp-15-13453-2015,https://openalex.org/W2098095193,2015.0,medium,https://www.atmos-chem-phys.net/15/13453/2015/acp-15-13453-2015.pdf,https://acp.copernicus.org/articles/15/13453/2015/acp-15-13453-2015.html,no_matches,0,,,channel_e:PECAN,,html_scrape,
Observing and Simulating the Summertime Low-Level Jet in Central Iowa,10.1175/mwr-d-14-00325.1,https://openalex.org/W2159705967,2015.0,medium,https://journals.ametsoc.org/downloadpdf/journals/mwre/143/6/mwr-d-14-00325.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/mwr-d-14-00325.1,no_matches,0,,,channel_d:Julie K. Lundquist,,html_scrape,
On the use of the post-closure methods uncertainty band to evaluate the performance of land surface models against eddy covariance flux data,10.5194/bg-12-2311-2015,https://openalex.org/W2124058654,2015.0,medium,https://bg.copernicus.org/articles/12/2311/2015/bg-12-2311-2015.pdf,https://bg.copernicus.org/articles/12/2311/2015/bg-12-2311-2015.html,no_matches,0,,,channel_e:LAFE,,html_scrape,
Parametric study of a novel asymmetric micro-gripper mechanism,10.1299/jamdsm.2015jamdsm0075,https://openalex.org/W2273405452,2015.0,medium,https://www.jstage.jst.go.jp/article/jamdsm/9/5/9_2015jamdsm0075/_pdf,https://doi.org/10.1299/jamdsm.2015jamdsm0075,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
Pathways of allosteric regulation in Hsp70 chaperones,10.1038/ncomms9308,https://openalex.org/W2299506975,2015.0,medium,https://www.nature.com/articles/ncomms9308.pdf,https://doi.org/10.1038/ncomms9308,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
Permanent reduction of dissipation in nanomechanical Si resonators by chemical surface protection,10.1088/0957-4484/26/46/465501,https://openalex.org/W1877639588,2015.0,medium,https://iopscience.iop.org/article/10.1088/0957-4484/26/46/465501/pdf,https://iopscience.iop.org/article/10.1088/0957-4484/26/46/465501,no_matches,0,,,channel_a:CLAMPS-1,,html_scrape,
Persistence and habitat associations of Purple Martin roosts quantified via weather surveillance radar,10.1007/s10980-015-0279-0,https://openalex.org/W1908386219,2015.0,medium,https://doi.org/10.1007/s10980-015-0279-0,https://link.springer.com/article/10.1007/s10980-015-0279-0,error,0,,,channel_d:Phillip B. Chilson,,html_scrape,"Timeout 25000ms exceeded.
=========================== logs ===========================
""load"" event fired
============================================================"
Profiles of second- to fourth-order moments of turbulent temperature fluctuations in the convective boundary layer: first measurements with rotational Raman lidar,10.5194/acp-15-5485-2015,https://openalex.org/W2048499424,2015.0,medium,https://acp.copernicus.org/articles/15/5485/2015/acp-15-5485-2015.pdf,https://acp.copernicus.org/articles/15/5485/2015/acp-15-5485-2015.html,no_matches,0,,,channel_d:Volker Wulfmeyer,,html_scrape,
Quantifying error of lidar and sodar Doppler beam swinging measurements of wind turbine wakes using computational fluid dynamics,10.5194/amt-8-907-2015,https://openalex.org/W2125021532,2015.0,medium,https://amt.copernicus.org/articles/8/907/2015/amt-8-907-2015.pdf,https://amt.copernicus.org/articles/8/907/2015/amt-8-907-2015.html,no_matches,0,,,channel_d:Julie K. Lundquist,,html_scrape,
Quantitative precipitation estimation based on high-resolution numerical weather prediction and data assimilation with WRF – a performance test,10.3402/tellusa.v67.25047,https://openalex.org/W2081485921,2015.0,medium,https://storage.googleapis.com/jnl-su-j-tadmo-files/journals/1/articles/324/submission/proof/324-1-25136-1-10-20220808.pdf,https://doi.org/10.3402/tellusa.v67.25047,no_matches,0,,,channel_d:Volker Wulfmeyer,,html_scrape,
Satellite winds as a tool for offshore wind resource assessment: The Great Lakes Wind Atlas,10.1016/j.rse.2015.07.008,https://openalex.org/W937778479,2015.0,medium,https://doi.org/10.1016/j.rse.2015.07.008,https://doi.org/10.1016/j.rse.2015.07.008,no_matches,0,,,channel_e:Perdigão,,html_scrape,
Simulating regional climate-adaptive field cropping with fuzzy logic management rules and genetic advance,10.1017/s0021859615000490,https://openalex.org/W2200561615,2015.0,medium,https://doi.org/10.1017/s0021859615000490,https://doi.org/10.1017/s0021859615000490,no_matches,0,,,channel_e:LAFE,,html_scrape,
Simulation-based Projections of Crop Management and Gross Margin Variance in Contrasting Regions of Southwest Germany,10.5296/jas.v3i1.5956,https://openalex.org/W2155047999,2015.0,medium,http://www.macrothink.org/journal/index.php/jas/article/download/5956/5938,https://doi.org/10.5296/jas.v3i1.5956,no_matches,0,,,channel_e:LAFE,,html_scrape,
Singular perturbations and cloaking illusions for elastic waves in membranes and Kirchhoff plates,10.1016/j.ijsolstr.2015.05.001,https://openalex.org/W1482510765,2015.0,medium,https://doi.org/10.1016/j.ijsolstr.2015.05.001,https://doi.org/10.1016/j.ijsolstr.2015.05.001,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
Skeletal Muscle Phospholipid Metabolism Regulates Insulin Sensitivity and Contractile Function,10.2337/db15-0659,https://openalex.org/W2191517812,2015.0,medium,https://diabetes.diabetesjournals.org/content/diabetes/65/2/358.full.pdf,https://doi.org/10.2337/db15-0659,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
Southern <scp>B</scp>ay of <scp>B</scp>engal currents and salinity intrusions during the northeast monsoon,10.1002/2015jc010744,https://openalex.org/W2153901577,2015.0,medium,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2015JC010744,https://onlinelibrary.wiley.com/doi/full/10.1002/2015jc010744,no_matches,0,,,channel_e:Perdigão,,html_scrape,
Spatiotemporal coherence of mean and extreme aerosol particle events over eastern North America as observed from satellite,10.1016/j.atmosenv.2015.04.026,https://openalex.org/W2064341959,2015.0,medium,https://doi.org/10.1016/j.atmosenv.2015.04.026,https://doi.org/10.1016/j.atmosenv.2015.04.026,no_matches,0,,,channel_e:Perdigão,,html_scrape,
Spatiotemporal distribution of thunderstorm initiation in the <scp>US</scp> Great Plains from 2005 to 2007,10.1002/joc.4261,https://openalex.org/W2147826687,2015.0,medium,https://doi.org/10.1002/joc.4261,https://onlinelibrary.wiley.com/doi/full/10.1002/joc.4261,no_matches,0,,,channel_d:Adam L. Houston,,html_scrape,
Spinocerebellar ataxia type 19/22 mutations alter heterocomplex Kv4.3 channel function and gating in a dominant manner,10.1007/s00018-015-1894-2,https://openalex.org/W2087792664,2015.0,medium,https://link.springer.com/content/pdf/10.1007/s00018-015-1894-2.pdf,https://link.springer.com/article/10.1007/s00018-015-1894-2,error,0,,,channel_a:CLAMPS-1,,html_scrape,"Timeout 25000ms exceeded.
=========================== logs ===========================
""load"" event fired
============================================================"
Spring and summer contrast in new particle formation over nine forest areas in North America,10.5194/acpd-15-21271-2015,https://openalex.org/W4244319720,2015.0,medium,https://doi.org/10.5194/acpd-15-21271-2015,https://acpd.copernicus.org/articles/15/21271/2015/acpd-15-21271-2015.html,error,0,,,channel_e:Perdigão,,html_scrape,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://acpd.copernicus.org/articles/15/21271/2015/acpd-15-21271-2015.html
Call log:
  - navigating to ""https://acpd.copernicus.org/articles/15/21271/2015/acpd-15-21271-2015.html"", waiting until ""domcontentloaded""
"
Statistical Analysis of Large Simulated Yield Datasets for Studying Climate Effects,10.1142/9781783265640_0011,https://openalex.org/W1944796018,2015.0,medium,https://doi.org/10.1142/9781783265640_0011,https://doi.org/10.1142/9781783265640_0011,no_matches,0,,,channel_e:LAFE,,html_scrape,
Subcellular Localization of the Sigma-1 Receptor in Retinal Neurons — an Electron Microscopy Study,10.1038/srep10689,https://openalex.org/W2416907144,2015.0,medium,https://www.nature.com/articles/srep10689.pdf,https://doi.org/10.1038/srep10689,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
Suppression of Hydroxycinnamate Network Formation in Cell Walls of Rice Shoots Grown under Microgravity Conditions in Space,10.1371/journal.pone.0137992,https://openalex.org/W2213808769,2015.0,medium,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0137992&type=printable,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0137992&type=printable,error,0,,,channel_a:CLAMPS-2,,html_scrape,"Page.goto: Download is starting
Call log:
  - navigating to ""https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0137992&type=printable"", waiting until ""domcontentloaded""
"
Temperature profiling of the atmospheric boundary layer with rotational Raman lidar during the HD(CP) <sup>2</sup> Observational Prototype Experiment,10.5194/acp-15-2867-2015,https://openalex.org/W1966213973,2015.0,medium,https://acp.copernicus.org/articles/15/2867/2015/acp-15-2867-2015.pdf,https://acp.copernicus.org/articles/15/2867/2015/acp-15-2867-2015.html,no_matches,0,,,channel_d:Volker Wulfmeyer,,html_scrape,
The Diesel and the Vegetable oil Properties Assessment in terms of Pumping Capability and Cooperation with Internal Combustion Engine Fuelling System,10.1515/ama-2015-0003,https://openalex.org/W1420970908,2015.0,medium,https://sciendo.com/pdf/10.1515/ama-2015-0003,https://doi.org/10.1515/ama-2015-0003,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
The advanced algorithm for tracking objects (<scp>AALTO</scp>),10.1002/met.1501,https://openalex.org/W1792634630,2015.0,medium,https://rmets.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/met.1501,https://onlinelibrary.wiley.com/doi/full/10.1002/met.1501,no_matches,0,,,channel_d:Adam L. Houston,,html_scrape,
The effects of trees on micrometeorology in a real street canyon: consequences for local air quality,10.1504/ijep.2015.076587,https://openalex.org/W2402172942,2015.0,medium,https://doi.org/10.1504/ijep.2015.076587,https://doi.org/10.1504/ijep.2015.076587,no_matches,0,,,channel_e:Perdigão,,html_scrape,
The impact of ground‐based glaciogenic seeding on clouds and precipitation over mountains: A case study of a shallow orographic cloud with large supercooled droplets,10.1002/2014jd022693,https://openalex.org/W2151551619,2015.0,medium,https://doi.org/10.1002/2014jd022693,https://onlinelibrary.wiley.com/doi/full/10.1002/2014jd022693,no_matches,0,,,channel_d:Bart Geerts,,html_scrape,
The pilatus unmanned aircraft system for lower atmospheric research,10.5194/amtd-8-11987-2015,https://openalex.org/W4252097442,2015.0,medium,https://doi.org/10.5194/amtd-8-11987-2015,https://amtd.copernicus.org/articles/8/11987/2015/amtd-8-11987-2015.html,error,0,,,channel_d:Gijs de Boer,,html_scrape,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://amtd.copernicus.org/articles/8/11987/2015/amtd-8-11987-2015.html
Call log:
  - navigating to ""https://amtd.copernicus.org/articles/8/11987/2015/amtd-8-11987-2015.html"", waiting until ""domcontentloaded""
"
The role of atmospheric stability/turbulence on wakes at the Egmond aan Zee offshore wind farm,10.1088/1742-6596/625/1/012002,https://openalex.org/W2465114740,2015.0,medium,http://iopscience.iop.org/article/10.1088/1742-6596/625/1/012002/pdf,https://iopscience.iop.org/article/10.1088/1742-6596/625/1/012002,no_matches,0,,,channel_d:Patrick Moriarty,,html_scrape,
Thermodynamic and Turbulence Characteristics of the Southern Great Plains Nocturnal Boundary Layer Under Differing Turbulent Regimes,10.1007/s10546-015-0072-2,https://openalex.org/W1948143470,2015.0,medium,https://doi.org/10.1007/s10546-015-0072-2,https://link.springer.com/article/10.1007/s10546-015-0072-2,error,0,,,channel_d:Petra M. Klein,,html_scrape,"Timeout 25000ms exceeded.
=========================== logs ===========================
""load"" event fired
============================================================"
Three year observations of water vapor and energy fluxes over agricultural crops in two regional climates of Southwest Germany,10.1127/metz/2014/0618,https://openalex.org/W2605575389,2015.0,medium,https://doi.org/10.1127/metz/2014/0618,https://doi.org/10.1127/metz/2014/0618,no_matches,0,,,channel_d:Volker Wulfmeyer,,html_scrape,
Turbulent Humidity Fluctuations in the Convective Boundary Layer: Case Studies Using Water Vapour Differential Absorption Lidar Measurements,10.1007/s10546-015-0078-9,https://openalex.org/W1831311120,2015.0,medium,https://link.springer.com/content/pdf/10.1007/s10546-015-0078-9.pdf,https://link.springer.com/article/10.1007/s10546-015-0078-9,error,0,,,channel_d:Volker Wulfmeyer,,html_scrape,"Timeout 25000ms exceeded.
=========================== logs ===========================
""load"" event fired
============================================================"
"Vertical structure of boundary layer convection during cold‐air outbreaks at Barrow, Alaska",10.1002/2015jd023506,https://openalex.org/W2298747250,2015.0,medium,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2015JD023506,https://onlinelibrary.wiley.com/doi/full/10.1002/2015jd023506,no_matches,0,,,channel_d:Bart Geerts,,html_scrape,
Vertical-Plane Dual-Doppler Radar Observations of Cumulus Toroidal Circulations,10.1175/jamc-d-14-0252.1,https://openalex.org/W1557161611,2015.0,medium,https://doi.org/10.1175/jamc-d-14-0252.1,https://journals.ametsoc.org/doi/full/10.1175/jamc-d-14-0252.1,no_matches,0,,,channel_d:Bart Geerts,,html_scrape,
Wind Measurements from Arc Scans with Doppler Wind Lidar,10.1175/jtech-d-14-00059.1,https://openalex.org/W1515392264,2015.0,medium,https://journals.ametsoc.org/downloadpdf/journals/atot/32/11/jtech-d-14-00059_1.pdf,https://journals.ametsoc.org/doi/full/10.1175/jtech-d-14-00059.1,no_matches,0,,,channel_e:Perdigão,,html_scrape,
A Dryline in Southeast Wyoming. Part II: Airborne In Situ and Raman Lidar Observations,10.1175/mwr-d-13-00314.1,https://openalex.org/W2003737255,2014.0,medium,https://journals.ametsoc.org/downloadpdf/journals/mwre/142/8/mwr-d-13-00314.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/mwr-d-13-00314.1,no_matches,0,,,channel_d:Bart Geerts,,html_scrape,
A Time Series Sodar Simulator Based on Large-Eddy Simulation,10.1175/jtech-d-13-00161.1,https://openalex.org/W1965904175,2014.0,medium,https://journals.ametsoc.org/downloadpdf/journals/atot/31/4/jtech-d-13-00161_1.pdf,https://journals.ametsoc.org/doi/full/10.1175/jtech-d-13-00161.1,no_matches,0,,,channel_d:Phillip B. Chilson,,html_scrape,
A non-invasive head-holding device for chronic neural recordings in awake behaving monkeys,10.1016/j.jneumeth.2014.11.006,https://openalex.org/W2058042765,2014.0,medium,https://www.sciencedirect.com/science/article/pii/S0165027014003987,https://doi.org/10.1016/j.jneumeth.2014.11.006,no_matches,0,,,channel_a:CLAMPS-1,,html_scrape,
"A p38MAPK/MK2 signaling pathway leading to redox stress, cell death and ischemia/reperfusion injury",10.1186/1478-811x-12-6,https://openalex.org/W2162811974,2014.0,medium,https://biosignaling.biomedcentral.com/counter/pdf/10.1186/1478-811X-12-6,https://doi.org/10.1186/1478-811x-12-6,no_matches,0,,,channel_a:CLAMPS-1,,html_scrape,
Adding complex terrain and stable atmospheric condition capability to the OpenFOAM-based flow solver of the simulator for on/offshore wind farm applications (SOWFA),10.1051/itmconf/20140202001,https://openalex.org/W2104576360,2014.0,medium,https://www.itm-conferences.org/articles/itmconf/pdf/2014/01/itmconf_02001.pdf,https://doi.org/10.1051/itmconf/20140202001,no_matches,0,,,channel_d:Patrick Moriarty,,html_scrape,
Advanced Cascade Multilevel Converter with Reduction in Number of Components,10.5370/jeet.2014.9.1.127,https://openalex.org/W2120300323,2014.0,medium,http://koreascience.or.kr:80/article/JAKO201401671902955.pdf,https://doi.org/10.5370/jeet.2014.9.1.127,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
Aerosol optical and microphysical retrievals from a hybrid multiwavelength lidar data set – DISCOVER-AQ 2011,10.5194/amt-7-3095-2014,https://openalex.org/W2100674260,2014.0,medium,https://amt.copernicus.org/articles/7/3095/2014/amt-7-3095-2014.pdf,https://amt.copernicus.org/articles/7/3095/2014/amt-7-3095-2014.html,mentions_found,1,lidar retrieval,contextual,channel_e:PECAN,,html_scrape,
Airborne Multiwavelength High Spectral Resolution Lidar (HSRL-2) observations during TCAP 2012: vertical profiles of optical and microphysical properties of a smoke/urban haze plume over the northeastern coast of the US,10.5194/amt-7-3487-2014,https://openalex.org/W2143408477,2014.0,medium,https://amt.copernicus.org/articles/7/3487/2014/amt-7-3487-2014.pdf,https://amt.copernicus.org/articles/7/3487/2014/amt-7-3487-2014.html,no_matches,0,,,channel_e:PECAN,,html_scrape,
Analysis of an effective voltage sharing method for IGBTs connected in series,10.1109/iecon.2014.7048664,https://openalex.org/W1531313670,2014.0,medium,https://doi.org/10.1109/iecon.2014.7048664,https://doi.org/10.1109/iecon.2014.7048664,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
Arrange and average algorithm for the retrieval of aerosol parameters from multiwavelength high-spectral-resolution lidar/Raman lidar data,10.1364/ao.53.007252,https://openalex.org/W2054031840,2014.0,medium,https://doi.org/10.1364/ao.53.007252,https://doi.org/10.1364/ao.53.007252,mentions_found,2,lidar retrieval,contextual,channel_e:PECAN,,html_scrape,
Autologous Dendritic Cells Prolong Allograft Survival Through Tmem176b-Dependent Antigen Cross-Presentation,10.1111/ajt.12708,https://openalex.org/W1543497746,2014.0,medium,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajt.12708,https://onlinelibrary.wiley.com/doi/full/10.1111/ajt.12708,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
Biophysical implications of lipid bilayer rheometry for mechanosensitive channels,10.1073/pnas.1409011111,https://openalex.org/W2020312253,2014.0,medium,https://www.pnas.org/content/pnas/111/38/13864.full.pdf,https://doi.org/10.1073/pnas.1409011111,no_matches,0,,,channel_a:CLAMPS-1,,html_scrape,
Cannabinoid-dependent potentiation of inhibition at eye opening in mouse V1,10.3389/fncel.2014.00046,https://openalex.org/W2112367351,2014.0,medium,https://www.frontiersin.org/articles/10.3389/fncel.2014.00046/pdf,https://www.frontiersin.org/articles/10.3389/fncel.2014.00046/full,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
"Changes in fluxes of heat, H2O, and CO2 caused by a large wind farm",10.1016/j.agrformet.2014.03.023,https://openalex.org/W1969483624,2014.0,medium,https://doi.org/10.1016/j.agrformet.2014.03.023,https://doi.org/10.1016/j.agrformet.2014.03.023,no_matches,0,,,channel_d:Julie K. Lundquist,,html_scrape,
"Characteristics of Lake Chad Level Variability and Links to ENSO, Precipitation, and River Discharge",10.1155/2014/145893,https://openalex.org/W2053915335,2014.0,medium,https://downloads.hindawi.com/journals/tswj/2014/145893.pdf,https://doi.org/10.1155/2014/145893,no_matches,0,,,channel_e:PECAN,,html_scrape,
Characterization of wind and wind-driven rain in the hurricane boundary layer,10.1201/b16387-195,https://openalex.org/W2498642967,2014.0,medium,https://doi.org/10.1201/b16387-195,https://doi.org/10.1201/b16387-195,error,0,,,channel_e:PECAN,,html_scrape,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://doi.org/10.1201/b16387-195
Call log:
  - navigating to ""https://doi.org/10.1201/b16387-195"", waiting until ""domcontentloaded""
"
Chronic stress enhances progression of periodontitis via α1-adrenergic signaling: a potential target for periodontal disease therapy,10.1038/emm.2014.65,https://openalex.org/W2044433483,2014.0,medium,https://www.nature.com/articles/emm201465.pdf,https://doi.org/10.1038/emm.2014.65,no_matches,0,,,channel_a:CLAMPS-1,,html_scrape,
"Comparison of mixed layer heights from airborne high spectral resolution lidar, ground-based measurements, and the WRF-Chem model during CalNex and CARES",10.5194/acp-14-5547-2014,https://openalex.org/W2164615142,2014.0,medium,https://acp.copernicus.org/articles/14/5547/2014/acp-14-5547-2014.pdf,https://acp.copernicus.org/articles/14/5547/2014/acp-14-5547-2014.html,no_matches,0,,,channel_e:PECAN,,html_scrape,
Concept and workflow for 3D visualization of atmospheric data in a virtual reality environment for analytical approaches,10.1007/s12665-014-3136-6,https://openalex.org/W1976464347,2014.0,medium,https://doi.org/10.1007/s12665-014-3136-6,https://link.springer.com/article/10.1007/s12665-014-3136-6,error,0,,,channel_d:Volker Wulfmeyer,,html_scrape,"Timeout 25000ms exceeded.
=========================== logs ===========================
""load"" event fired
============================================================"
Constraint-Based Soft Tissue Simulation for Virtual Surgical Training,10.1109/tbme.2014.2326009,https://openalex.org/W2081503157,2014.0,medium,https://doi.org/10.1109/tbme.2014.2326009,https://doi.org/10.1109/tbme.2014.2326009,no_matches,0,,,channel_a:CLAMPS-1,,html_scrape,
DESIGN OF MACHINING FIXTURE FOR TURBINE ROTOR BLADE,10.15623/ijret.2014.0303001,https://openalex.org/W2325080191,2014.0,medium,https://doi.org/10.15623/ijret.2014.0303001,https://doi.org/10.15623/ijret.2014.0303001,error,0,,,channel_a:CLAMPS-2,,html_scrape,"Page.goto: Download is starting
Call log:
  - navigating to ""https://doi.org/10.15623/ijret.2014.0303001"", waiting until ""domcontentloaded""
"
Development and characterization of microsatellite loci for the Moroccan endemic endangered species <i>Argania spinosa</i> (Sapotaceae),10.3732/apps.1300071,https://openalex.org/W2011352549,2014.0,medium,https://onlinelibrary.wiley.com/doi/pdfdirect/10.3732/apps.1300071,https://doi.org/10.3732/apps.1300071,no_matches,0,,,channel_a:CLAMPS-1,,html_scrape,
"Development of Artificial Nucleic Acids Functionalized for Damaged Gene Diagnosis, Gene Inhibition and Delivery System",10.1248/yakushi.14-00197,https://openalex.org/W2317001660,2014.0,medium,https://www.jstage.jst.go.jp/article/yakushi/134/12/134_14-00197/_pdf,https://doi.org/10.1248/yakushi.14-00197,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
Differential Calcium Signaling Mediated by Voltage-Gated Calcium Channels in Rat Retinal Ganglion Cells and Their Unmyelinated Axons,10.1371/journal.pone.0084507,https://openalex.org/W2039453784,2014.0,medium,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0084507&type=printable,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0084507&type=printable,error,0,,,channel_a:CLAMPS-1,,html_scrape,"Page.goto: Download is starting
Call log:
  - navigating to ""https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0084507&type=printable"", waiting until ""domcontentloaded""
"
Dissipation of Turbulence in the Wake of a Wind Turbine,10.1007/s10546-014-9978-3,https://openalex.org/W2017217794,2014.0,medium,https://link.springer.com/content/pdf/10.1007/s10546-014-9978-3.pdf,https://link.springer.com/article/10.1007/s10546-014-9978-3,no_matches,0,,,channel_d:Julie K. Lundquist,,html_scrape,
"Downscaling Maximum Temperatures to Subkilometer Resolutions in the Shenandoah National Park of Virginia, USA",10.1155/2014/594965,https://openalex.org/W2050869109,2014.0,medium,https://downloads.hindawi.com/journals/amete/2014/594965.pdf,https://doi.org/10.1155/2014/594965,no_matches,0,,,channel_d:Temple R. Lee,,html_scrape,
Effect of mechanical assistance of the systemic ventricle in single ventricle circulation with cavopulmonary connection,10.1016/j.jtcvs.2013.12.018,https://openalex.org/W2019886381,2014.0,medium,http://www.jtcvs.org/article/S0022522313015110/pdf,https://doi.org/10.1016/j.jtcvs.2013.12.018,no_matches,0,,,channel_a:CLAMPS-1,,html_scrape,
Effects of geometry on quantum fluctuations of phonon-trapping acoustic cavities,10.1088/1367-2630/16/8/083007,https://openalex.org/W1968478937,2014.0,medium,https://iopscience.iop.org/article/10.1088/1367-2630/16/8/083007/pdf,https://iopscience.iop.org/article/10.1088/1367-2630/16/8/083007,no_matches,0,,,channel_a:CLAMPS-1,,html_scrape,
Excitatory Effects of Parvalbumin-Expressing Interneurons Maintain Hippocampal Epileptiform Activity via Synchronous Afterdischarges,10.1523/jneurosci.1747-14.2014,https://openalex.org/W1965625137,2014.0,medium,https://www.jneurosci.org/content/jneuro/34/46/15208.full.pdf,https://doi.org/10.1523/jneurosci.1747-14.2014,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
Finescale Dual-Doppler Analysis of Hurricane Boundary Layer Structures in Hurricane Frances (2004) at Landfall,10.1175/mwr-d-13-00178.1,https://openalex.org/W1998532752,2014.0,medium,https://doi.org/10.1175/mwr-d-13-00178.1,https://journals.ametsoc.org/doi/full/10.1175/mwr-d-13-00178.1,no_matches,0,,,channel_e:PECAN,,html_scrape,
Flow and turbulence characteristics in a suburban street canyon,10.1007/s10652-014-9352-5,https://openalex.org/W2028415429,2014.0,medium,https://doi.org/10.1007/s10652-014-9352-5,https://link.springer.com/article/10.1007/s10652-014-9352-5,error,0,,,channel_d:Petra M. Klein,,html_scrape,"Timeout 25000ms exceeded.
=========================== logs ===========================
""load"" event fired
============================================================"
Free Vibrations of a Trapezoidal Plate with an Internal Line Hinge,10.1155/2014/252084,https://openalex.org/W2002495739,2014.0,medium,https://downloads.hindawi.com/journals/tswj/2014/252084.pdf,https://doi.org/10.1155/2014/252084,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
GSI-Based Four-Dimensional Ensemble–Variational (4DEnsVar) Data Assimilation: Formulation and Single-Resolution Experiments with Real Data for NCEP Global Forecast System,10.1175/mwr-d-13-00303.1,https://openalex.org/W2137896421,2014.0,medium,https://journals.ametsoc.org/downloadpdf/journals/mwre/142/9/mwr-d-13-00303.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/mwr-d-13-00303.1,no_matches,0,,,channel_d:Xuguang Wang,,html_scrape,
Genome Sequencing and Comparative Genomics of the Broad Host-Range Pathogen Rhizoctonia solani AG8,10.1371/journal.pgen.1004281,https://openalex.org/W2058296373,2014.0,medium,https://journals.plos.org/plosgenetics/article/file?id=10.1371/journal.pgen.1004281&type=printable,https://journals.plos.org/plosgenetics/article/file?id=10.1371/journal.pgen.1004281&type=printable,error,0,,,channel_a:CLAMPS-2,,html_scrape,"Page.goto: Download is starting
Call log:
  - navigating to ""https://journals.plos.org/plosgenetics/article/file?id=10.1371/journal.pgen.1004281&type=printable"", waiting until ""domcontentloaded""
"
Hemin Improves Insulin Sensitivity in Skeletal Muscle in High Fat–Fed Mice,10.1254/jphs.14003fp,https://openalex.org/W2027053392,2014.0,medium,https://www.jstage.jst.go.jp/article/jphs/126/2/126_14003FP/_pdf,https://doi.org/10.1254/jphs.14003fp,no_matches,0,,,channel_a:CLAMPS-1,,html_scrape,
High-Efficiency Supercapacitor Charger Using an Improved Two-Switch Forward Converter,10.6113/jpe.2014.14.1.1,https://openalex.org/W2039920596,2014.0,medium,http://koreascience.or.kr:80/article/JAKO201404260597317.pdf,https://doi.org/10.6113/jpe.2014.14.1.1,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
High-resolution atmospheric water vapor measurements with a scanning differential absorption lidar,10.5194/acpd-14-29057-2014,https://openalex.org/W2098649766,2014.0,medium,https://acp.copernicus.org/preprints/14/29057/2014/acpd-14-29057-2014.pdf,https://acpd.copernicus.org/articles/14/29057/2014/acpd-14-29057-2014.html,error,0,,,channel_d:Volker Wulfmeyer,,html_scrape,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://acpd.copernicus.org/articles/14/29057/2014/acpd-14-29057-2014.html
Call log:
  - navigating to ""https://acpd.copernicus.org/articles/14/29057/2014/acpd-14-29057-2014.html"", waiting until ""domcontentloaded""
"
